first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,address,fax,principal_agent,qeac_numbers,counselor_count
,,Dronaa International Educon,,,,,,2 Nd FloorSec 6Noida 201301India,Noida,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/11450,"F 17, 2 Nd FloorSec 6Noida 201301India, Noida, 201301, India",,,,
,,Podium Infotech Nepal Pvt. Ltd.,,,,,,Lalitpur,Bagmati,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/7605,"Ekantakuna, Lalitpur, Bagmati, GPO Box:89, Nepal",,,,
,,Northern Route Education Services Ltd,,,,,,Surrey,BC,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43181,"16656 108 Avenue, Surrey, BC, V4N 1M4, Canada",,,,
,,IEAA - International Education Agency,,,,,,Sydney,NSW,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/3344,"DYMOCKS BUILDING, 4-15A 428 George Street, Sydney, NSW, 2000, Australia",,,,
,,Blue Horse Education Pvt Ltd,,,,,,Amritsar,PB,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43129,"Ranjit Avenue, SCO-122, First Floor, Amritsar, PB, 143001, India",,,,
,,True North International Student Services,,,,,,Langley,BC,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41771,"9477 214 Street, Langley, BC, V1M 1T3, Canada",,,,
,,Overseas Student Counselling Centre,,,,,,雅廉訪大馬路,雅廉訪大馬路 3A GF,Macau,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42876,"雅廉訪大馬路, 雅廉訪大馬路 3A GF, Macau, , Macau",,,,
,,Victoria Immigration Services Ltd.,,,,,,Edmonton,AB,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42290,"8732 51 Avenue Northwest, Edmonton, AB, T6E 5E8, Canada",,,,
,,Eduglobal,,,,,,Sydney,NSW,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41870,"Level 4, Unit 403A, Level 4 368 Sussex Street, Sydney, NSW, 2000, Australia",,,,
,,OASIS CURSOS LTDA,,,,,,Manaus,Amazonas,Brazil,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/20372,"05 Rua Wilson Castro, Manaus, Amazonas, 69050-160, Brazil",,,,
,,Extudia S.A.S,,,,,,Medellín,Departamento de Antioquia,Colombia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42183,"Calle 7 Sur, #42-70 of 1709 Edificio Forum, Medellín, Departamento de Antioquia, 11001000, Colombia",,,,
,,HJ Global Edu,,,,,,3rd Floor 35 JangJeon-Ro GeumJeong-Gu,Busan,South Korea,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/27885,"3rd Floor 35 JangJeon-Ro GeumJeong-Gu, , Busan, 46297, South Korea",,,,
,,Globedock Educational Consultancy,,,,,,Jemea Building,6th floor,Ethiopia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43908,"Äthiopien, Gabon Street (Dembel to Meskel Flower) road, Next to Dreamliner Hotel, Jemea Building, 6th floor, Addis Ababa, , Ethiopia",,,,
,,Avenues Abroad Advisors,,,,,,Alibag,MH,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41932,"Alibag, Office No 4, Rajani Narayan Complex, J.S.M. College Road, Alibag, MH, 402 201, India",,,,
,,Idealangues,,,,,,Lille,North,France,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/3853,"21 Rue Kepler, Lille, North, 59800, France",,,,
,,Canta Consulting Inc.,,,,,,Montréal,QC,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41521,"1155 Boul. René-Lévesque Ouest Suite 2500, Montréal, QC, H3B 2K4, Canada",,,,
,,Sagip Consultants,,,,,,San Francisco,California,United States of America,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39871,"Suite 850, 505 Sansome Street, San Francisco, California, 94111, United States of America",,,,
,,iStudy International Trips,,,,,,Ciudad Apodaca,N.L.,Mexico,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44110,"109, 109 Elias Flores, Ciudad Apodaca, N.L., 66600, Mexico",,,,
,,USB Intercâmbio,,,,,,Porto Alegre,RS,Brazil,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42357,"sala 204, Avenida Protásio Alves 3332, Porto Alegre, RS, 90410007, Brazil",,,,
,,EDUTERRA,,,,,,Celaya,Gto.,Mexico,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42383,"748 - local 3 Guillermo Prieto Alameda, Celaya, Gto., 38050, Mexico",,,,
,,CMI Vietnam,,,,,,Quan 10,Ho Chi Minh City,Vietnam,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/2772,"451/36/26 To Hien Thanh Street, Ward 14, District 10, Ho Chi Minh City, Phuong 12, Quan 10, Ho Chi Minh City, 700000, Vietnam",,,,
,,"Wealton Overseas Education Consulting Service Co., Ltd.",,,,,,178 中华路,重庆市,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43221,"178 中华路, 重庆市, 400011, China",,,,
,,Visas Para Todos,,,,,,Ciudad de México,CDMX,Mexico,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42039,"Ed Arce 304, 880 Xochicalco, Ciudad de México, CDMX, 03320, Mexico",,,,
,,EXCELLENCE CONSULTANTS,,,,,,Dhaka,Dhaka Division,Bangladesh,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40637,"Dhaka, HOUSE # 11 (GROUND FLOOR), ROAD # 05, SECTOR # 01 UTTARA MODEL TOWN, Dhaka, Dhaka Division, 1230, Bangladesh",,,,
,,HG Immigration Ltd.,,,,,,Burlington,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41269,"106 5230 South Service Road, Burlington, Ontario, L7L 5K2, Canada",,,,
,,Brownstone Education  & Immigration Consulting,,,,,,Lloydminster,Alberta,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37658,"7305 7305 39a Street, Lloydminster, Alberta, T9V 3M2, Canada",,,,
,,Alasar Consultants,,,,,,Brampton,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41660,"11 Newdale Place, Brampton, ON, L6S 5Z3, Canada",,,,
,,Gill Visa Corporation,,,,,,Delta,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41108,"9347 120 Street, Delta, British Columbia, V4C 6R8, Canada",,,,
,,Canadian Education International,,,,,,RM1103. No. 205. Sec 1. Dunhua South Rd.,Taipei City,Taiwan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43234,"RM1103. No. 205. Sec 1. Dunhua South Rd., Taipei City, 10690, Taiwan",,,,
,,UniEd Study Services,,,,,,Jason Moyo Street Bulawayo,Bulawayo,Zimbabwe,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42179,"Sharon's Haven Mall, Office 9D, Jason Moyo Street Bulawayo, Bulawayo, Bulawayo Province, Zimbabwe",,,,
,,Mamounata DEME,,,,,,Ouagadougou,Centre Region,Burkina Faso,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43316,"Dassasgo, n/a RUE 28.37 PARCELLE 04, Ouagadougou, Centre Region, n/a, Burkina Faso",,,,
,,Study International,,,,,,Makati City,NCR,Philippines,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/7956,"UG36 Alfaro Place 146 Lp Leviste Street, Salcedo Village, Makati City, NCR, 1227, Philippines",,,,
,,Karamay Senior High School,,,,,,No. 58 junggar road,Ordos,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41339,"Junggar Road No.1 Elementary School, No. 58 junggar road, Ordos, Innere Mongolei, China",,,,
,,Crossroads Consultancy,,,,,,Faridabad,HR,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43874,"BPTP Park Grandeura, Sector 82, F-703, Faridabad, HR, 121002, India",,,,
,,Destination Canada Education Services,,,,,,Ontario,,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40820,"Ontario, , , Canada",,,,
,,ANZ HIGHER EDUCATION & VISA SERVICES,,,,,,Tarneit,VIC,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43048,"625 Derrimut Road Victoria Highway, Tarneit, VIC, 3029, Australia",,,,
,,StudySmart Ltd.,,,,,,Davydkovskaya str. 3,Moscow,Russia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43164,"Davydkovskaya str. 3, Moscow, 121352, Russia",,,,
,,Prime International Education Consultant,,,,,,Shadman Colony Rehman Shahed Road,Gujrat,Pakistan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37949,"Near Shell petrol station, Shadman Colony Rehman Shahed Road, Gujrat, Punjab, Pakistan",,,,
,,Ooglepro International.,,,,,,Mississauga,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42597,"200 Robert Speck Parkway, Mississauga, ON, L4Z 1S3, Canada",,,,
,,Canada Rise Immigration Ltd,,,,,,Surrey,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45105,"125 13740 72A Avenue, Surrey, British Columbia, V3W 1N5, Canada",,,,
,,Globnetic,,,,,,5 Konzo Ngaliema,Kinshasa,The Democratic Republic of the,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44854,"5 Konzo Ngaliema, Kinshasa, Congo, The Democratic Republic of the",,,,
,,EDCO Education Company,,,,,,Minsk,Минская область,Belarus,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42823,"Минск, 95 Rozy Luxemburg Street, Minsk, Минская область, 220036, Belarus",,,,
,,Mates International Visa and Education Services,,,,,,Brisbane City,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45043,"7 190 Edward Street, Brisbane City, Queensland, 4000, Australia",,,,
,,EIEC-Elite International Education Consultants,,,,,,Scarborough,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43281,"10 Milner Business Court 3rd Floor, Scarborough, ON, M1B 3C6, Canada",,,,
,,Uniserv Education,,,,,,Westlands,Nairobi,Kenya,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38710,"9th floor, Fortis Tower Woodvale Grove, Westlands, Nairobi, Nairobi Area, Kenya",,,,
,,Offer Education,,,,,,Hohhot,Innere Mongolei,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44003,"Hohhot, A-2405, Hailiangguangchang, No.1, Zhongshanxilu, Hohhot, Innere Mongolei, 010010, China",,,,
,,Ovation Immigration Services Ltd.,,,,,,Surrey,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45404,"1A 12777 76A Avenue, Surrey, British Columbia, V3W 4Y8, Canada",,,,
,,Mango Immigration Services,,,,,,Edmonton,Alberta,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44827,"210 11717 42 Street Northwest, Edmonton, Alberta, T5W 4V8, Canada",,,,
,,Visaedge Autralia Pty Ltd,,,,,,Granville,NSW,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41202,"Suite 31, Level 3 10 Bridge Street, Granville, NSW, 2142, Australia",,,,
,,RUTE EDU GLOBAL,,,,,,South Jakarta,Daerah Khusus Ibukota Jakarta,Indonesia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45342,"Graha Mampang LT. 3 Suite 305 Mampang Prapatan Raya Street Kav. 100 Mampang Prapatan Raya Street Kav. 100, South Jakarta, Daerah Khusus Ibukota Jakarta, 12760, Indonesia",,,,
,,Mafit Study,,,,,,Ikeja,LA,Nigeria,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43563,"77 Obafemi Awolowo Way, Ikeja, LA, 23401, Nigeria",,,,
,,WESGroup,,,,,,528 Pudong South Road,Shanghai Shi,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45427,"528 Pudong South Road, Shanghai Shi, 200088, China",,,,
,,12394154 Canada Inc.,,,,,,Brampton,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45153,"20 Adriatic Crescent, Brampton, Ontario, L6P 1Y9, Canada",,,,
,,"You Change International Education Consulting (Beijing) Co., Ltd",,,,,,Shunyi,Beijing Shi,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45483,"B-705, Jinjieguojidasha Zheng Yi Lu, Shunyi, Beijing Shi, 100300, China",,,,
,,EDUCATION AND MORE GLOBALS PTY LTD,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45549,"365 Little Collins Street, Melbourne, Victoria, 3000, Australia",,,,
,,Catalina Bogoi,,,,,,Nr 16 Șoseaua Nicolae Titulescu,București,Romania,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45545,"Nr 16 Șoseaua Nicolae Titulescu, București, București, Romania",,,,
,,7+ Education Canada (加拿大7佳教育 ),,,,,,Saskatoon,Saskatchewan,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44484,"212 3502 Taylor Street East, Saskatoon, Saskatchewan, S7H 5H9, Canada",,,,
,,Nestabroad Immigration Services Private Limited,,,,,,Delta,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45439,"9322 117A Street, Delta, British Columbia, V4C 6E1, Canada",,,,
,,CanadaWiz.ca,,,,,,900 Virtual Office,Edmonton,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42758,"900 Virtual Office, Edmonton, AB, Canada",,,,
,,GLOBAL EDUCATION NETWORK,,,,,,Karachi,Sindh,Pakistan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43192,"Pakistan, Office No 5, 02nd Floor, Ghaffar Plaza, Opposite Federal Urdu University, Above Bank Al Habib Limited, Block 13/C Gulshan Iqbal, Karachi, Sindh, 75300, Pakistan",,,,
,,Vistocan Education Services,,,,,,Toronto,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42911,"55 Bremner Boulevard #3201, Toronto, ON, M5J 0A6, Canada",,,,
,,Mighty EduPath,,,,,,Singapore,Singapore,Singapore,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45586,"12-02 8 Amber Road, Singapore, Singapore, 439853, Singapore",,,,
,,Overseas 5 Education Inc - Canada Intercambio,,,,,,Vancouver,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/11499,"Head Office 704, 525 Seymour St, Vancouver, British Columbia, V6B 3H7, Canada",,,,
,,Raj Verma,,,,,,Edmonton,AB,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43945,"2518 16A Avenue Northwest, Edmonton, AB, T6T2H6, Canada",,,,
,,Elite Visa Services Ltd.,,,,,,Calgary,Alberta,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45396,"124 Tarington Way Northeast, Calgary, Alberta, T3J 4V9, Canada",,,,
,,Thiago Alexandre de Matos,,,,,,Winnipeg,Manitoba,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45625,"308 7 Evergreen Place, Winnipeg, Manitoba, R3L 2T3, Canada",,,,
,,Besor Associates,,,,,,Ikeja,Lagos State,Nigeria,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/2560,"Besor Associates 2nd Floor, CONNAK Place 17 Akinremi Street, Ikeja, Lagos State, 100001, Nigeria",,,,
,,Triton Law,,,,,,Surrey,BRITISH COLUMBIA,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45645,"102 6680 152A Street, Surrey, BRITISH COLUMBIA, V3S 7J1, Canada",,,,
,,"Emerson Education Limited (Dar-es-Salaam, Tanzania)",,,,,,Dar-es-Salaam,Dar es Salaam,Tanzania,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37233,"Sun Plaza Ground Floor, Opposite Mzizima Secondary School, Fire Station Road, Upanga, Dar-es-Salaam, Dar es Salaam, 21129, Tanzania",,,,
,,Ghannam Tours,,,,,,Riyadh,Ar Riyad,Saudi Arabia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/6740,"Takhasousi St., Riyadh, Ar Riyad, 11614, Saudi Arabia",,,,
,,M & H Cursos,,,,,,001 Sao Paulo,,Brazil,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41487,"001 Sao Paulo, Sao Paulo, Brazil",,,,
,,DAVID  WU,,,,,,markham,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45346,"326 Bur oak Ave., markham, ON, L6C 2T9, Canada",,,,
,,Vmigrate pty ltd,,,,,,Aspendale,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45216,"4 Connewarra Avenue, Aspendale, Victoria, 3195, Australia",,,,
,,Visa World Wide Admission,,,,,,Dhaka,Dhaka,Bangladesh,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/11397,"Plot #39, Ambala Complex, Road #2, Dhanmondi, Dhaka, Dhaka, 1205, Bangladesh",,,,
,,"INTERNATIONAL EDUCATION NETWORK LTD, IENL",,,,,,Shanghai,Shanghai,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/24194,"Room 1907, 158 Hanzhong Road, Shanghai, Shanghai, 200070, China",,,,
,,Canadian Education for Bangladeshi Students (CEBS),,,,,,Toronto,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44748,"9 Crescent Place, Toronto, Ontario, M4C 5L8, Canada",,,,
,,UKEAS Malaysia,,,,,,Kota Kinabalu,Sabah,Malaysia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44446,"s-1-24 Block E/ Lorong City Mall Jalan Lintas, Kota Kinabalu, Sabah, 88300, Malaysia",,,,
,,GTC (GLOBE),,,,,,Sharq,Al Asimah Governate,Kuwait,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41073,"Al Asimah Governate, Shohada Street, Sharq, Al Asimah Governate, 15300, Kuwait",,,,
,,KIA Consultant,,,,,,New Delhi,Delhi,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45880,"S-56 Rajouri Garden, New Delhi, Delhi, 110027, India",,,,
,,Council Bee Limited,,,,,,18 Mehedibag,Chittagong,Bangladesh,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45909,"18 Mehedibag, Chittagong, Chittagong Division, Bangladesh",,,,
,,Newlink Consultancy,,,,,,Ahmedabad,Gujarat,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45917,"Shela, D1/1204 Aakash Residency Sky City Club 07 Road, Ahmedabad, Gujarat, 380058, India",,,,
,,NAVI ADVISORY GROUP INC.,,,,,,Richmond,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45931,"N208 5811 Cooney Road, Richmond, British Columbia, V6X 3M1, Canada",,,,
,,Focus Education Pvt Ltd,,,,,,Woolwich,London,United Kingdom,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42571,"London, 2nd Floor, 115-123 Powis Street Woolwich, Woolwich, London, SE18 6JL, United Kingdom",,,,
,,Prashant Vashista,,,,,,Brampton,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40365,"10 Newcastle Crescent, Brampton, Ontario, L6S 3Y8, Canada",,,,
,,Ripple,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45274,"696 Burke Street, Melbourne, Victoria, 3000, Australia",,,,
,,Next Step Learning NSL,,,,,,Newmarket,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38555,"446 William Dunn Crescent, Newmarket, ON, L3X 3L2, Canada",,,,
,,ИРЛАНДЫН БОЛОВСРОЛЫН ТӨВ,,,,,,8 Чингисийн Өргөн Чөлөө,Ulaanbaatar,Mongolia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44376,"8 Чингисийн Өргөн Чөлөө, Ulaanbaatar, Ulaanbaatar, Mongolia",,,,
,,Atoosa Parast Educational Counseling Services,,,,,,Toronto,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44282,"20 Donnalyn Drive, Toronto, Ontario, M2R 2R8, Canada",,,,
,,Sanguine Migration & Education Services,,,,,,Marshall,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46068,"9 Moretti Court, Marshall, Victoria, 3216, Australia",,,,
,,MAJESTIC VIRTUAL CONNECT & EDUCATION CONSULTANCY,,,,,,U2 16-18 Noller Parade,NSW,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45792,"U2 16-18 Noller Parade, NSW, 2150, Australia",,,,
,,eduDirect Global,,,,,,The Ponds,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45561,"33 Fairfax Street, The Ponds, New South Wales, 2769, Australia",,,,
,,Infinity Education and Migration Services,,,,,,Old Toongabbie,NSW,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43693,"131 Binalong Road, Old Toongabbie, NSW, 2146, Australia",,,,
,,Impulse Education,,,,,,Pokhara,Kaski Nepal,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39952,"GG Complex, Chipledhunga Chipledhunga Pokhara, Pokhara, Kaski Nepal, 00977, Nepal",,,,
,,Manipaloveraseas,,,,,,Somerton,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45991,"144 Hume Highway, Somerton, Victoria, 3062, Australia",,,,
,,PAC Asia Services Pvt Ltd,,,,,,New Delhi,Delhi,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/17050,"Plot No 2 Pocket C Nelson Mandela Marg Vasant Kunj, New Delhi, Delhi, 110070, India",,,,
,,PAC Asia Services,,,,,,Ludhiana,Punjab,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/17064,"SCO 8, 2nd Floor Model Town Extension, . ., Ludhiana, Punjab, 141001, India",,,,
,,Scholarsau,,,,,,Albion,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46241,"30 Anstey Street, Albion, Queensland, 4010, Australia",,,,
,,AIM EDUCATION CONSULTANCY,,,,,,Hobart,Tasmania,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43674,"181 Elizabeth Street, Hobart, Tasmania, 7000, Australia",,,,
,,Skyview Education and Migration,,,,,,Brisbane City,QLD,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/36874,"Skyview Education and Migration, Suite 2E, Level 2, 33 Queen Street, Brisbane, Brisbane City, QLD, 4000, Australia",,,,
,,UKEAS PHILIPPINES,,,,,,Makati,Kalakhang Maynila,Philippines,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46014,"GC Corporate Plaza, beside BDO - Legaspi Branch, Unit 307 Unit 307 Legaspi Legaspi Street, Makati, Kalakhang Maynila, 1211, Philippines",,,,
,,Sobmek International Company Limited.,,,,,,Aba,AB,Nigeria,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42375,"230a Azikiwe Road, Aba, AB, 450211, Nigeria",,,,
,,Zena Keder,,,,,,Hamilton,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44768,"22 Daw Avenue, Hamilton, Ontario, L0R 1C0, Canada",,,,
,,Excel Foreign Education Service,,,,,,03 Zia Sarani Road,Sonir Akhra,Bangladesh,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46263,"03 Zia Sarani Road, Sonir Akhra, Dhaka, Bangladesh",,,,
,,METEN PREPARATORY ACADEMY,,,,,,Chengdu Shi,Sichuan Sheng,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46187,"6-1 Tong Zi Lin Zhong Lu, Chengdu Shi, Sichuan Sheng, 610021, China",,,,
,,Future Way Educational Consultancy Pvt. Ltd.,,,,,,Pokhara,Western Development Region,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43802,"Future Way Educational Consultancy Pvt.Ltd, Chiple Dhunga Road Chipledhunga, Pokhara, Western Development Region, 33700, Nepal",,,,
,,Canada School Camp,,,,,,Toronto,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/8354,"22B Senlac Road, Toronto, Ontario, M2N2K7, Canada",,,,
,,EDUGATE GATEWAY,,,,,,Tripoli,Liban-Nord,Lebanon,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/8328,"Karim Center, 5th floor, Office 540, Riad El Solh Street, Jumayzat, Tripoli, Liban-Nord, 961, Lebanon",,,,
,,INCAN IMMIGRATION AND RECRUITMENT SERVICES,,,,,,Toronto,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43019,"10 Milner Business Court, Toronto, Ontario, M1B, Canada",,,,
,,Global Journey education services pvt ltd,,,,,,Kathmandu,Central Development Region,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43611,"28 Putalisadak, Kathmandu, Central Development Region, 44600, Nepal",,,,
,,StudyGlobal,,,,,,Porvorim Goa,Goa,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43518,"2nd Floor, Shamvi Building, Opp Water Tank Porvorim, Porvorim Goa, Goa, 403521, India",,,,
,,Worldwide Pathways,,,,,,52 Belle Vue,South Oropouche,Trinidad and Tobago,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41256,"52 Belle Vue, South Oropouche, Siparia, Trinidad and Tobago",,,,
,,Blue Consulting Service,,,,,,528 Boulevard du President Habib Bourguiba,Dakar,Senegal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43593,"528 Boulevard du President Habib Bourguiba, Dakar, Dakar, Senegal",,,,
,,Protiva Education Services,,,,,,Dhaka,Dhaka Division,Bangladesh,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46600,"3A 411 Road 29 Mohakhali DOHS, Dhaka, Dhaka Division, 1212, Bangladesh",,,,
,,VIVA INTERNATIONAL STUDENT SERVICE INC.,,,,,,Burnaby,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46597,"912 2025 Willingdon Avenue, Burnaby, British Columbia, V5C 0J3, Canada",,,,
,,"GRESE Co., Ltd. & GRESE Education",,,,,,Ota City,Tokyo,Japan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45624,"35-13 Higashimine-Machi, Ota City, Tokyo, 145-0074, Japan",,,,
,,Gift Education Consultant,,,,,,-,Punjab,Pakistan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/26435,"Office Number 37 Jinnah Super Market, - -, Gujrat, -, Punjab, -, Pakistan",,,,
,,Global Bright Future LLC,,,,,,Ulaanbaatar,Ulaanbaatar,Mongolia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46474,"Startup Terminal, Level 3 Ikh Mongol Complex Хүннү гудамж 26th sub-district, Bayanzurkh district, Ulaanbaatar, Ulaanbaatar, 13311, Mongolia",,,,
,,ANS Education Consulting Company Limited,,,,,,District 3,Ho Chi Minh City,Vietnam,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42983,"5th Floor Bao Phu Nu Building, 311 Dien Bien Phu, Ward 4, District 3, Ho Chi Minh City, 700000, Vietnam",,,,
,,Shaanti,,,,,,Kinshasa,Kinshasa,The Democratic Republic of the,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43407,"Gombe, 5, avenue Bas- Congo, commune de la Gombe. Référence: Hôtel Memling, Kinshasa, Kinshasa, Congo, The Democratic Republic of the",,,,
,,Bahrami Immigration Inc.,,,,,,Vancouver,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43286,"495 1140 West Pender, Vancouver, British Columbia, V6E 2R9, Canada",,,,
,,American Education Alliance (Studii),,,,,,Santa Clara,California,United States of America,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41362,"Bldg 25, 4701 Patrick Henry Dr, Santa Clara, California, 95054, United States of America",,,,
