first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,licence_number,licence_type
Manj,Nagra,Total Migration & Enterprises Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901341,200901341,
Manjit,Kaur Cheema,VisaHive Inc.,,,,,,Ontario,L9T 7A9,CA,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600971,201600971,
Manmeet,Singh Grover,Into NZ Immigration Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000130,202000130,
Manmohan,Kaur Bedi,Bedi Immigration Services Limited,,,,,,Donnybrook,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201400159,201400159,
Manoj,Kumar,Profound Immigration Advice,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000928,202000928,
Manoj,Kumari,MANOJ KUMARI,,,,,,Burnside Heights,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202600561,202600561,
Manoj,Naginbhai Rathod,T/A MRA Advisory,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300210,201300210,
Manpreet,Singh,Immigration Solutions NZ Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201401207,201401207,
Manpreet,Singh,Visionary Immigration Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202401411,202401411,
Manvir,Singh Sadhra,Manvir Sadhra,,,,,,Taihape,Manawatū-Whanganui,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202503806,202503806,
Maraj,Ahmed,ISAS Consultants,,,,,,Karachi,Sindh,PK,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201001434,201001434,
Marcia,George,Reliance Visas Australia,,,,,,,,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202503192,202503192,
Maria,Baby,YESTE Consulting Pty Ltd,,,,,,Glen Waverley,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500332,202500332,
Maria,Cecilia Guda Jimenez,BizSmart Services Ltd.,,,,,,Ashburton,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900723,201900723,
Maria,Claire McCarty,Working In New Zealand Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400475,202400475,
Maria,Del Pilar Baza Tabernero,VISAS NUEVA ZELANDA,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800932,201800932,
Maria,Fe Alcover Peffer,AAA Migration Services Pty Ltd.,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501903,201501903,
Maria,Luisa Garcia,Kinoy Travel & Immigration Services NZ Ltd.,,,,,,Lower Hutt,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901269,200901269,
Maria,May Helen Hatton,Hatton NZ Consulting Ltd t/a Hatton NZ Immigration,,,,,,Dunedin,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200330,201200330,
Maria,Teresa Hoyles,NZ VisaPRO Migration Limited,,,,,,Whangarei,Northland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900367,201900367,
Mariana,Susana Cruz-Herazo,Deloitte New Zealand,,,,,,,,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100748,202100748,
Maricar,Sanico,Black Sands Immigration Consulting,,,,,,Rolleston,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300603,202300603,
Marie,Annette Hunt,Greenstone Immigration Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900318,200900318,
Mariska,Jannette Van Den Haak,VisaNZ Limited,,,,,,Rangiora,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501412,201501412,
Mark,Christopher Helsby,VisaCentre,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900717,201900717,
Mark,William Fleming,MK Immigration Consultants Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901134,200901134,
Marney,Kate Richardson,Richardson Migration,,,,,,Brisbane,Queensland,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202505791,202505791,
Martin,Antonio Guich Pearce,Collective Consulting,,,,,,New Plymouth,Taranaki,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300799,201300799,
Martin,Graham King,Pathways to New Zealand Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201100533,201100533,
Martina,Dsilva,M & D Associates Limited (Smart Immigration),,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600280,201600280,
Mary,Aileen De Jesus Aprecio,Eagles NZ Immigration Consulting Ltd,,,,,,Selwyn District,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900901,201900901,
Mary,Faustina Joseph,AJV Services Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201801050,201801050,
Mary,Jean Quevenco Zaini,Reach Australia Education Pty Ltd,,,,,,Brisbane,Queensland,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202401486,202401486,
Mary,Louise Echano Galvadores,The Regions Immigration Law and Recruitment,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200479,202200479,
Mary,Rose Sheila Hernandez,SDH Immigration Services Limited,,,,,,Timaru,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700443,201700443,
Matthew,David Garvey,Four Corners Emigration (Australia) Pty Ltd,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201000601,201000601,
Matthew,Gibbons,OneStepNZ,,,,,,Cambridge,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201002422,201002422,
Matthew,Ivan Fistonich,New Era Consulting Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901217,200901217,
Matthew,Paul Simpson,Matt Simpson,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501079,201501079,
Maurice,Arthur Austin,Asia Pacific Immigration Consultants Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900206,200900206,
May,Gu,Australia Chinese Law Firm Pty Ltd,,,,,,Adelaide,South Australia,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202501115,202501115,
Mayank,Goel,Pathways to New Zealand Limited,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900835,201900835,
Mayank,Kumar,Dreams Immigration Services Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200902375,200902375,
Mayuresh,Suresh Gawas,Professional Visa Solutions,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400191,202400191,
Meena,Jayantilal Patel,Woburn International,,,,,,Lower Hutt,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200726,201200726,
Megan,Elizabeth James,Silverfern Visas,,,,,,Queenstown,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000354,202000354,
Megan,Elizabeth Wallace,Vita Nova Limited,,,,,,Queenstown,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900700,201900700,
Megan,Jane Rosene,Straight Up NZ Immigration,,,,,,Blenheim,Marlborough,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800470,201800470,
Megan,Louise Wyld,New Zealand Immigration Partners,,,,,,Otago,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700800,201700800,
Megan,Paula Newman,People Plus Limited,,,,,,Gisborne,Gisborne,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300661,202300661,
Meggie,Wang,Asky International Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900672,200900672,
Mehak,Singh,Mehak Singh,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500252,201500252,
Mei,Hoong Lai,MATILDAS EDUCATION AND MIGRATION GROUP LTD,,,,,,SYDNEY,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500590,202500590,
Mei,Oshima,UVISA Immigration Specialists Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400021,202400021,
Meiling,Chen,ALBATROSS EDUCATION AND IMMIGRATION SERVICE LIMITED,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700087,201700087,
Melanie,Anne Bradley,VisaLegal Ltd,,,,,,Morrinsville,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201400716,201400716,
Melissa,Lee Neuhoff,Stellar Recruitment,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201801073,201801073,
Melissa,Menefise Ako,Hope Advisers,,,,,,Wellington,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202507627,202507627,
Mengjuan,Chang,CN HONOUR LTD,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700360,201700360,
Mengying,Chen,Absolute Immigration NZ Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900775,201900775,
Mengyuan,Chen,Mengyuan Chen (Self Employed),,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400357,202400357,
Merekeleni,Tinai Sigabalavu-Schuster,Merechelle Migration Services Ltd.,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201401199,201401199,
Merlena,Yong,MYS Associates Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900309,201900309,
Mi,Jin Kim,UNIVERSAL WORLD LTD (T/A SOL NEW ZEALAND),,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201100846,201100846,
Mi,Tieu Luong,V Global Consultancy Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500323,202500323,
Mi,Young Lee,SOL Immigration Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200539,202200539,
Mi,Zhou,iVisa,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300997,202300997,
Mianni,Peng,South Seas 3 T Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700555,201700555,
Miao,Li,Ampass Consultants Company Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201001931,201001931,
Miao,Zhang,NZ China International Understanding Ltd,,,,,,Dunedin,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201901220,201901220,
Miaomiao,Huang,Moana Wander Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000070,202000070,
Michael,Andrew Gibbs,ImmigrateMe Limited,,,,,,Roxburgh,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400877,202400877,
Michael,Cooke,Migration Associates (NZ) Ltd,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700319,201700319,
Michael,Kadoury,Kadoury Advisory,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500489,202500489,
Michael,Pran,Meat Industry Association,,,,,,Wellington,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800990,201800990,
Michael,Samuel Benjamin Lindsay,MSBL Migration and Travel Services,,,,,,Manila,Manila,PH,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201001227,201001227,
Michael,Thomas Matthews,Co Plan Group Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201100094,201100094,
Michelle,Jane Lingham,Migration Advice and Assistance Pty Ltd,,,,,,Waverton,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201100250,201100250,
Miki,Aya XING,NYUJI IMIN LTD,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900373,201900373,
Min,Li,AOYE IMMIGRATION SERVICES,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202502021,202502021,
Min,Yang,Min Yang,,,,,,Suzhou,Jiangsu,CN,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200580,202200580,
Min,Zhuang,Visa to New Zealand Ltd,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800263,201800263,
Ming,Huang,,,,,,,Beijing,Beijing,CN,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201701201,201701201,
Ming,Wang,Oceans International Group Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500170,201500170,
Minghuang,Yan,New Stars Education Counsellors Pty Ltd,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201502890,201502890,
Mingxi,FU,AUSA Migration Pty Limited,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202502720,202502720,
Mingxia,Zhang,Golden Star International Ltd (Mingxia Zhang),,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000466,202000466,
Mingxuan,Wang,NZIERIS,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100079,202100079,
Minh,Nguyet Le,MLE CONSULTING SERVICES PTY LTD,,,,,,Bentleigh,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202505969,202505969,
Minh,Thanh Nguyen,MINH THANH MIGRATION,,,,,,CABRAMATTA,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202506718,202506718,
Minhaja,Hashim,SYNERGY EDUCATION AND MIGRATION AGENT,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000868,202000868,
Minji,Lee,GOOD N CO,,,,,,Lidcombe,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900380,201900380,
Minjia,RAO,HECT Migration & Appeal Experts,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504937,202504937,
Minni,Arora,STUDYPLUS CONSULTANTS LIMITED,,,,,,AUCKLAND,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400966,202400966,
Minting,Zou,PIONEER EDUCATION AND IMMIGRATION SERVICE GROUP LTD,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202401492,202401492,
Mohammed,Zaw Naing Anwar,Essence Migration,,,,,,Bankstown,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202507179,202507179,
Mohd,Shiraz Ansari,Mohd Shiraz Ansari,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400400,202400400,
Mohinder,Pal Kaplish,ImMigration eGuru,,,,,,Dunedin,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201601485,201601485,
Mohiuddin,Ahmed,First Choice Visa & Education Service,,,,,,Roselands,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201502771,201502771,
Monica,Gasparotto,Otto Migration Services,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202502033,202502033,
Monika,Justyna Warszawska,Working International Visas Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201701282,201701282,
Monique,Calitz,Greatlife Immigration Services Ltd,,,,,,Pretoria,Gauteng,ZA,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202401552,202401552,
Moveen,Maureen Ali,Elite Consultants NZ Limited,,,,,,Manukau,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800160,200800160,
Moyang,Li,GOLDEN CROP EDUCATION & IMMIGRATION LTD,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900150,201900150,
Muhammad,Hasham Bihan,New Zealand Immigration Partners,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900864,201900864,
Mukesh,Baggi,Just Immigration Consulting Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202507120,202507120,
Mukesh,Gordhandas Notani,I-Advice Immigration and Education Consultancy,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202101021,202101021,
Muneeb,Majid,Henry Gold Pvt Ltd,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500326,202500326,
Munish,Sekhri,Sekhris Academy and Immigration,,,,,,Amritsar,Punjab,IN,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201201186,201201186,
Murat,Yanbakan,NZ Visa Law,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900025,201900025,
Muyyim,Lim,EYIS Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202508282,202508282,
Myer,Wilf Lipschitz,IMMagine Australia,,,,,,,,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800310,200800310,
NGA,THI HANG DO,Strive Education and Immigration Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504100,202504100,
NURMUHAMMAD,MAJID,Wise Step Visa & Immigration Services,,,,,,Adelaide,South Australia,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202503435,202503435,
Na,Zhou,Fragomen Global Pty Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901080,200901080,
Nadezda,Pastushenko,Kiwi Visa Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201000216,201000216,
Nadia,Herbst,Jobcorp NZ Limited,,,,,,Waiuku,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300224,202300224,
Nadun,Chathuranga Hewa Widana Kankanamge,Auspicious Education and Migration Services Pty Ltd,,,,,,Doreen,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504003,202504003,
Naina,Satchell,IEGC Global,,,,,,Dubai,Dubai,AE,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600445,201600445,
Nan,Guo,Golden Star International Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901631,200901631,
Nan,Li,37 cityview place,,,,,,Daqing,Heilongjiang,CN,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100091,202100091,
Nan,Ma,NZ Visa Wiz Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201400024,201400024,
Nandi,Kotze,Downer NZ Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201901036,201901036,
Narinder,Singh Sahi,Skill Visa Services,,,,,,seven hills,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201503457,201503457,
Nasim,Nazari Adli,Creative Generation Group Pty Ltd (CGG MET),,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201100993,201100993,
Nasrin,Eskandari,Australian Portal Immigration Pty Ltd,,,,,,SUBIACO,Western Australia,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202506756,202506756,
Nassim,Lalehzari,Working International Visas Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200100,201200100,
Natalia,Andrea Cardona Cottrell,Mint Studies Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200749,201200749,
Natalia,Dyachenko,NATALIA DYACHENKO AND CO PTY LTD,,,,,,Ocean Shores,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300230,202300230,
Natanya,Mostert,Intergate Emigration GmbH,,,,,,Cork,T23 K298,IE,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300649,202300649,
Natasha,Wood,RTW & ASSOCIATES PTY LTD,,,,,,SYDNEY,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202505272,202505272,
Natasha,Xia Chen,TYON Immigration Consulting Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200545,202200545,
Navdeep,Kaur,Genuine Immigration Services,,,,,,Papamoa,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500766,201500766,
Navdeep,Khosla,Ace Consultants Ltd.,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300121,201300121,
Navdeep,Singh .,Sahara Migration Services Limited,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504808,202504808,
Naved,Iqbal Shaikh,Immigration Advice NZ Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500737,201500737,
Navjot,Kaur Rana,SB Immigration Limited,,,,,,Lower Hutt,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400601,202400601,
Navneet,Kaur,Lally Immigration Limited,,,,,,Papamoa,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202508157,202508157,
Navya,Sikka,Navara Immigration Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201901266,201901266,
