first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,rating,attorneys
,,"Grant, Herrmann, Schwartz & Klinger LLP",Immigration Law Firm,,,http://www.ghsklaw.com,ghsklaw.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/grant-herrmann-schwartz-and-klinger-llp-472423-f/,,
,,Krasnogor Law Offices LLC,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/krasnogor-law-offices-llc-441298-f/,,
,,Law Office of Heidi J. Meyers,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-office-of-heidi-j-meyers-2601072-f/,1.0,
,,"Miller, Canfield, Paddock and Stone, P.L.C.",Immigration Law Firm,,,https://www.millercanfield.com/,millercanfield.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/miller-canfield-paddock-and-stone-p-l-c-487177-f/,2.8,
,,"Feiner & Lavy, PC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/feiner-and-lavy-pc-160987505-f/,,
,,"Gould Reimer Walsh Goffin Cohn, LLP",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/gould-reimer-walsh-goffin-cohn-llp-2668291-f/,,
,,Anton J. Mikofsky Attorney at Law,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/anton-j-mikofsky-attorney-at-law-158760965-f/,,
,,"Cravath, Swaine & Moore LLP",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/cravath-swaine-and-moore-llp-461650-f/,2.8,
,,Spar & Bernstein,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/spar-bernstein-533311-f/,4.8,
,,Neil Weinrib & Associates,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/neil-weinrib-and-associates-511620-f/,4.2,
,,Balestriere Fariello,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/balestriere-fariello-3882828-f/,,
,,Mitchell Silberberg & Knupp LLP,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/mitchell-silberberg-and-knupp-llp-24505819-f/,1.0,
,,Louis I. Leeder,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/louis-i-leeder-446437-f/,,
,,Rooney Law,Immigration Law Firm,,,https://www.rooney.law,rooney.law,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/rooney-law-41878588-f/,,
,,Littler Mendelson P.C.,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/littler-mendelson-p-c-468741-f/,3.8,
,,Law Office of Mahendra Ramgopal,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-office-of-mahendra-ramgopal-535814-f/,,
,,"Spicacci & Wynn, LLP",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/spicacci-and-wynn-llp-3565465-f/,,
,,The Gilbert Firm LLC,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/the-gilbert-firm-llc-43704819-f/,,
,,John A. Nicelli Attorney at Law,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/john-a-nicelli-attorney-at-law-2320854-f/,,
,,"Law Offices of Richard Wright, PLLC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-offices-of-richard-wright-pllc-3656042-f/,4.8,
,,Weishan Wang,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/weishan-wang-42556592-f/,,
,,Eric A. Wuestman,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/eric-a-wuestman-3654421-f/,,
,,"Cilenti & Cooper, PLLC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/cilenti-and-cooper-pllc-43692962-f/,5.0,
,,"MFY Legal Services, Inc.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/mfy-legal-services-inc-42968559-f/,5.0,
,,Law Offices of Jan G. Johansson,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-offices-of-jan-g-johansson-465396-f/,,
,,Girges Law PLLC,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/girges-law-pllc-45575617-f/,,
,,"O'Neill, DiManno & Kelly",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/o-neill-dimanno-and-kelly-489638-f/,,
,,McGuireWoods LLP,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/mcguirewoods-llp-472705-f/,4.4,
,,Mac Truong,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/mac-truong-4231746-f/,,
,,Moreira & Associates PLLC,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/moreira-and-associates-pllc-44760556-f/,,
,,Jackson Lewis P.C.,Immigration Law Firm,,,https://www.jacksonlewis.com,jacksonlewis.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/jackson-lewis-p-c-476798-f/,3.1,
,,James Elliot Howard,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/james-elliot-howard-3101495-f/,1.0,
,,"Delamerced, Gabriel S.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/delamerced-gabriel-s-42340577-f/,,
,,Ellenoff Grossman & Schole LLP,Immigration Law Firm,,,https://www.egsllp.com,egsllp.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/ellenoff-grossman-and-schole-llp-494321-f/,1.0,
,,"T. Lin & Associate, Attorneys at Law",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/t-lin-and-associate-attorneys-at-law-158768439-f/,,
,,Vladimir Goldstern,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/vladimir-goldstern-447767-f/,,
,,Law Offices of Claudia Slovinsky,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-offices-of-claudia-slovinsky-508106-f/,1.0,
,,"Allison Spitz-Perry, P.C.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/allison-spitz-perry-p-c-42533612-f/,,
,,"Jan H. Brown, P.C.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/jan-h-brown-p-c-455845-f/,5.0,
,,DeMaio & Associates,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/demaio-and-associates-3697788-f/,1.3,
,,"Alonso, Andalkar & Kahn, P.C.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/alonso-andalkar-and-kahn-p-c-41863565-f/,,
,,"Fettmann, Tolchin & Majors PC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/fettmann-tolchin-and-majors-pc-2523050-f/,,
,,"Jin Hu & Associates, PLLC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/jin-hu-and-associates-pllc-4243138-f/,,
,,Ohashi & Horn LLP,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/ohashi-and-horn-llp-44905553-f/,,
,,"Laura Devine Attorneys, LLC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/laura-devine-attorneys-llc-42717559-f/,,
,,"Law Offices of Peng Fang, P.C.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-offices-of-peng-fang-p-c-42345586-f/,5.0,
,,Akin Gump Strauss Hauer & Feld LLP,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/akin-gump-strauss-hauer-and-feld-llp-449753-f/,4.5,
,,Annamaria Lombino PC,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/annamaria-lombino-pc-444139-f/,,
,,"Fabiola Jean-Gilles, Esq.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/fabiola-jean-gilles-esq-43525555-f/,,
,,Dechert LLP,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/dechert-llp-474608-f/,3.4,
,,"Teperman & Teperman, LLC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/teperman-and-teperman-llc-508566-f/,,
,,Lisa J. Kristal,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/lisa-j-kristal-4197881-f/,,
,,Enrique Pena-Perez,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/enrique-pena-perez-464638-f/,,
,,"Schmidt, Volsky & Perle LLP",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/schmidt-volsky-and-perle-llp-3535216-f/,,
,,The Law Offices of Jeffrey Gabel,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/the-law-offices-of-jeffrey-gabel-470258-f/,4.3,
,,The Neveloff Law Firm,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/the-neveloff-law-firm-2095409-f/,,
,,"Lennon, Murphy & Phillips, LLC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/lennon-murphy-and-phillips-llc-44132581-f/,,
,,Fisher Legal Group,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/fisher-legal-group-159180423-f/,4.6,
,,Patrice Perillie Attorney at Law,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/patrice-perillie-attorney-at-law-2491801-f/,,
,,"Henna Haque, Esq.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/henna-haque-esq-44723596-f/,2.8,
,,GV Legal,Immigration Law Firm,,,https://gv-legal.com/,gv-legal.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/gv-legal-300032511-f/,5.0,
,,Law Office of Rolande Regat Cutner,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-office-of-rolande-regat-cutner-2820677-f/,,
,,O'Melveny & Myers LLP,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/o-melveny-and-myers-llp-2583564-f/,,
,,"Maynard, Cooper & Gale, P.C.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/maynard-cooper-gale-p-c-300020581-f/,4.7,
,,"Weisberg Friedman & Klapisch, LLP",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/weisberg-friedman-and-klapisch-llp-511670-f/,4.5,
,,"Megerian Law Firm, PLLC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/megerian-law-firm-pllc-159613427-f/,,
,,"Ira M. Denhoffer, P.C.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/ira-m-denhoffer-p-c-447253-f/,,
,,Foley & Mansfield,Immigration Law Firm,,,http://www.foleymansfield.com,foleymansfield.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/foley-mansfield-751528-f/,4.9,
,,Glicksman & Cardoso,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/glicksman-cardoso-471404-f/,,
,,Law Offices of Dakshini R. Sen P.C.,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-offices-of-dakshini-r-sen-p-c-46658725-f/,,
,,Adler & Stavros,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/adler-and-stavros-448896-f/,,
,,Buchwald & Associates,Immigration Law Firm,,,http://thee2visalawyer.com/,thee2visalawyer.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/buchwald-and-associates-159495401-f/,5.0,
,,"Immigration Law Office of J. Bruce Weinman, Esq.",Immigration Law Firm,,,https://weinman.law,weinman.law,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/immigration-law-office-of-j-bruce-weinman-esq-2106718-f/,5.0,
,,Michael J. O'Connor,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/michael-j-o-connor-491088-f/,,
,,Gerstein Strauss & Rinaldi LLP,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/gerstein-strauss-and-rinaldi-llp-444909-f/,,
,,"Francisco O. Raquel-Santos, ESQ.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/francisco-o-raquel-santos-esq-46176930-f/,,
,,The Guerrero Law Firm,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/the-guerrero-law-firm-36040856-f/,,
,,Law Office of Julia Lamanna,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-office-of-julia-lamanna-43136654-f/,5.0,
,,Ahn Law Group LLC,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/ahn-law-group-llc-160842615-f/,,
,,"Barry Mallin & Associates, P.C.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/barry-mallin-and-associates-p-c-2285726-f/,,
,,Levine Lee LLP,Immigration Law Firm,,,https://www.levinelee.com,levinelee.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/levine-lee-llp-157019217-f/,,
,,"Frank R. Massaro, Attorney at Law",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/frank-r-massaro-attorney-at-law-44672577-f/,,
,,"Madu, Edozie & Madu, P.C.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/madu-edozie-madu-p-c-300017291-f/,,
,,Weiss Imbesi PLLC,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/weiss-imbesi-pllc-42081595-f/,,
,,Palant & Shapiro PC,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/palant-and-shapiro-pc-3467003-f/,,
,,"Curtis, Mallet-Prevost, Colt & Mosle LLP",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/curtis-mallet-prevost-colt-and-mosle-llp-462227-f/,3.0,
,,Law Office of Philip B. Stone,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-office-of-philip-b-stone-2577210-f/,,
,,Able M. Sun,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/able-m-sun-4197925-f/,,
,,"Bretz & Coven, LLP",Immigration Law Firm,,,http://www.bretzlaw.com,bretzlaw.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/bretz-and-coven-llp-446082-f/,4.1,
,,Lynne Ruth Newkofsky,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/lynne-ruth-newkofsky-42726560-f/,,
,,"Burke, Stone & Arteficio, LLP",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/burke-stone-and-arteficio-llp-2022367-f/,,
,,Dobson Law LLC,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/dobson-law-llc-4200235-f/,,
,,Michael Brett Wilens,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/michael-brett-wilens-4541897-f/,,
,,Barton LLP,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/barton-llp-452894-f/,,
,,Steven E. Perlman,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/steven-e-perlman-492220-f/,,
,,WilmerHale,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/wilmerhale-442229-f/,4.5,
,,"Law Offices of Rosa M. Celeste, PC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-offices-of-rosa-m-celeste-pc-159221909-f/,,
,,Sills Cummis & Gross P.C.,Immigration Law Firm,,,http://www.sillscummis.com,sillscummis.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/sills-cummis-and-gross-p-c-452518-f/,5.0,
,,Sandra P. Nichols,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/sandra-p-nichols-2652703-f/,4.8,
,,"Law Offices of Linda Kenepaske, PLLC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-offices-of-linda-kenepaske-pllc-5123998-f/,,
,,"Law Offices of Gisela Chavez-Garcia, LLC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-offices-of-gisela-chavez-garcia-llc-44359553-f/,,
,,"Rani Emandi Esquire, PLLC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/rani-emandi-esquire-pllc-44533604-f/,,
,,"The Law Offices of Abe George, P.C.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/the-law-offices-of-abe-george-p-c-300004415-f/,,
,,Perkins Coie LLP,Immigration Law Firm,,,https://perkinscoie.com/,perkinscoie.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/perkins-coie-llp-157712431-f/,3.7,
,,Hong Jang Tsai,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/hong-jang-tsai-42338617-f/,,
,,Seyfarth Shaw LLP,Immigration Law Firm,,,https://www.seyfarth.com/locations/new-york.html,seyfarth.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/seyfarth-shaw-llp-300056725-f/,4.2,
,,"Law Offices of Prashanthi Reddy, PLLC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-offices-of-prashanthi-reddy-pllc-41819558-f/,,
,,"The Law Offices of Scott B. Tulman & Associates, PLLC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/the-law-offices-of-scott-b-tulman-and-associates-pllc-483767-f/,,
,,V. Rudrakumaran,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/v-rudrakumaran-4169225-f/,,
,,"Pantano & Gupta, LLC Attorneys at Law",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/pantano-and-gupta-llc-attorneys-at-law-157912237-f/,5.0,
,,Steptoe & Johnson LLP,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/steptoe-and-johnson-llp-3624619-f/,4.6,
,,FordHarrison LLP,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/fordharrison-llp-3100930-f/,4.7,
,,Schlam Stone & Dolan LLP,Immigration Law Firm,,,http://www.schlamstone.com,schlamstone.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/schlam-stone-and-dolan-llp-499689-f/,5.0,
,,Isaacs & Associates PLLC,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/isaacs-and-associates-pllc-44913577-f/,,
,,"Alan J. Stopek, Esq.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/alan-j-stopek-esq-2992920-f/,1.0,
,,Law Offices of Rayka Belova,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-offices-of-rayka-belova-159489201-f/,,
,,Dyer Harris LLP,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/dyer-harris-llp-2194585-f/,,
,,Holland & Knight LLP,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/holland-and-knight-llp-473689-f/,4.4,
,,"Bond, Schoeneck & King, PLLC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/bond-schoeneck-and-king-pllc-3179830-f/,4.3,
,,The Law Offices of Stewart J. Kong,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/the-law-offices-of-stewart-j-kong-158836779-f/,1.0,
,,"Rubin & Bailin, LLP",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/rubin-and-bailin-llp-477021-f/,5.0,
,,Lori L. Cohen,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/lori-l-cohen-4233397-f/,,
,,Law Office of Alejandro Filippa,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-office-of-alejandro-filippa-46558630-f/,5.0,
,,"Intelink Law Group, PC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/intelink-law-group-pc-300023025-f/,,
,,Suneeta Dewan,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/suneeta-dewan-2349431-f/,,
,,Sholla Law Firm P.C.,Immigration Law Firm,,,https://www.shollalawfirm.com,shollalawfirm.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/sholla-law-firm-p-c-300035477-f/,5.0,
,,"Law Office of Yelena Sharova, P.C.",Immigration Law Firm,,,http://sharovalaw.com/about,sharovalaw.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-office-of-yelena-sharova-p-c-160744001-f/,5.0,
,,"Paula Ivory, Attorney at Law",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/paula-ivory-attorney-at-law-157924297-f/,,
,,The Law Offices of Walfredo P. Castillo,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/the-law-offices-of-walfredo-p-castillo-44527577-f/,,
,,Jason M. Baxter,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/jason-m-baxter-4190188-f/,5.0,
,,"Parilla & Gellman, P.C.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/parilla-and-gellman-p-c-508213-f/,1.0,
,,"Ingram Yuzek Gainen Carroll & Bertolotti, LLP",Immigration Law Firm,,,https://www.ingramllp.com,ingramllp.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/ingram-yuzek-gainen-carroll-bertolotti-llp-500787-f/,1.0,
,,Lowenstein Sandler LLP,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/lowenstein-sandler-llp-2097266-f/,4.4,
,,Clyde & Co LLP,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/clyde-and-co-llp-34374905-f/,4.8,
,,Feinbloom Bertisch LLP,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/feinbloom-bertisch-llp-42471623-f/,,
,,"Wildes & Weinberg, P.C.",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/wildes-and-weinberg-p-c-513937-f/,4.5,
,,Frenkel Sukhman LLP,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/frenkel-sukhman-llp-5173358-f/,,
,,Law Offices of Eugene Goldstein & Associates,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-offices-of-eugene-goldstein-and-associates-2948502-f/,,
,,The Law Offices of Pearline Blackwood,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/the-law-offices-of-pearline-blackwood-2736359-f/,,
,,The Law Office of Lawrence M. Linden,Immigration Law Firm,,,https://www.mesterlinden.com/,mesterlinden.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/the-law-office-of-lawrence-m-linden-33856928-f/,5.0,
,,Thomas & Thomas LLC,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/thomas-and-thomas-llc-45876715-f/,1.0,
,,"Franklin Morgan Legal Advisory, LLC",Immigration Law Firm,,,https://www.franklinmorganlaw.com/,franklinmorganlaw.com,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/franklin-morgan-legal-advisory-llc-300039983-f/,,
,,Law Office of Susan Thorn,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-office-of-susan-thorn-300030967-f/,,
,,Law Office of Chen F. Tien,Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-office-of-chen-f-tien-42295595-f/,,
,,"Law Office of Yee Ling Poon, LLC",Immigration Law Firm,,,,,New York,NY,US,immigration,lawyers_com,https://www.lawyers.com/new-york/new-york/law-office-of-yee-ling-poon-llc-2735722-f/,,
