first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,fax,street_address,zip,services,languages
,,"Lutheran Services Florida, Inc. (Miami Office)",Immigration Legal Services,,(813) 875-1408,http://www.lsfnet.org,lsfnet.org,,FL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.593848-Lutheran_Services_Florida_Inc_Miami_Office,,,33614,,
,,"Lutheran Services Florida, Inc. (St. Petersburg Office)",Immigration Legal Services,,(727) 563-9400,http://www.lsfnet.org,lsfnet.org,St. Petersburg,FL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392797-Lutheran_Services_Florida_Inc_St_Petersburg_Office,(727) 563-0303,"6449 38th Ave N, Suite F4",33709,,
,,"Lutheran Services Florida, Inc. (Tampa Office)",Immigration Legal Services,,813-564-7845  813-877-9303  813-341-2867,http://www.lsfnet.org,lsfnet.org,Tampa,FL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392798-Lutheran_Services_Florida_Inc_Tampa_Office,(813) 877-3813,3625 W. Waters Ave.,33614,,
,,Minority Help,Immigration Legal Services,,9547739853,http://minorityhelp.org/,minorityhelp.org,Lighthouse Point,FL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.759427-Minority_Help,,"4624 N Federal Hwy, Suite C",33064,,
,,MIRA USA INC,Immigration Legal Services,,(334) 647-2872,https://mirausa.net/es/programa-de-asistencia-en-inmigracion/,mirausa.net,Tamarac,FL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.762693-MIRA_USA_INC,,"8333 W McNab Rd,, , Florida,, Suite 210",33321,,
,,"Mision Vida Cristiana, Inc. - Immigration Services Center",Immigration Legal Services,,(239) 895-5017,http://www.immigrationservicescenter.org,immigrationservicescenter.org,Fort Myers,FL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.504647-Mision_Vida_Cristiana_Inc_Immigration_Services_Center,,"12557 New Brittany Blvd, Suite 3 # 3102",33907,,
,,New Hope Presbyterian Church dba New Hope Office of Immigration Services,Immigration Legal Services,,407-275-6163,,,Orlando,FL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.810420-New_Hope_Presbyterian_Church_dba_New_Hope_Office_of_Immigration_Services,,4300 Lake Margaret Dr,32812,,
,,Northwest Florida Legal Services,Immigration Legal Services,,(850) 432-2336,http://www.nwfls.org,nwfls.org,Pensacola,FL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392810-Northwest_Florida_Legal_Services,,"226 S.Palafov Pl, 8th Floor",32502,,
,,One Wish Immigration Relief,Immigration Legal Services,,786-821-8623,https://www.1migrant.org,1migrant.org,Doral,FL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.805116-One_Wish_Immigration_Relief,,3105 Northwest 107th Ave Ste 506A,33172,,
,,Open Arms Community Center,Immigration Legal Services,,(305) 263-3259,http://openarmscommunitycenter.org,openarmscommunitycenter.org,Coral Gables,FL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.680840-Open_Arms_Community_Center,(305) 263-3251,5556 SW 8th Street,33134,,
,,"Orlando Center for Justice, Inc.",Immigration Legal Services,,4072791802,https://www.orlandojustice.org,orlandojustice.org,Orlando,FL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.772903-Orlando_Center_for_Justice_Inc,,"1300 N. Semoran Blvd., Suite 120",32807,,
,,St. Thomas University School of Law - Immigration Clinic,Immigration Legal Services,,(305) 623-2309,"http://web.stu.edu/law/JDAdmissions/ProspectiveStudents/Programs/Clinics,ExternshipsInternships/ClinicalPlacements/Immigration/tabid/876/Default.aspx",web.stu.edu,Miami Gardens,FL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392799-St_Thomas_University_School_of_Law_Immigration_Clinic,(305) 474-2412,16401 N.W. 37th Ave,33054,,
,,"St. Thomas University, School of Law - Human Rights Institute (Broward County Office)",Immigration Legal Services,,(954) 322-6502,http://www.stu.edu/humanrightsinstitute,stu.edu,Cooper City,FL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392800-St_Thomas_University_School_of_Law_Human_Rights_Institute_Broward_County_O,(954) 322-6074,12399 SW 53rd Street,33330,,
,,"St. Thomas University, School of Law - Human Rights Institute (Miami Office)",Immigration Legal Services,,(866) 491-6737,http://www.stu.edu/humanrightsinstitute,stu.edu,Miami,FL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392801-St_Thomas_University_School_of_Law_Human_Rights_Institute_Miami_Office,(305) 628-6742,"2650 S.W. 27th Ave, 3rd Floor, Suite 304",33133,,
,,"Youth Co-Op, Inc.",Immigration Legal Services,,(786) 615 7022,https://www.ycoop.org/en/immigration-services/,ycoop.org,Miami,FL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392804-Youth_CoOp_Inc,(305) 643-2739,"5040 NW 7 Street, Flr. 3",33126,,
,,"Alianza Hispanoamericana NFP, Inc.",Immigration Legal Services,,(847) 428-3682,https://www.alianzanfp.org,alianzanfp.org,West Dundee,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.675589-Alianza_Hispanoamericana_NFP_Inc,(773) 326-0759,"600 Spring Hill Ring Road, Suite 107",60118,,
,,Alliance for Immigrant Neighbors,Immigration Legal Services,,(224) 443-0113,http://www.allianceforimmigrants.org,allianceforimmigrants.org,Des Plaines,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.634335-Alliance_for_Immigrant_Neighbors,,382 S Mount Prospect Rd,60016,,
,,Binational Institute of Human Development,Immigration Legal Services,,312-772-3410,https://www.binationalinstitute.com/,binationalinstitute.com,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.791363-Binational_Institute_of_Human_Development,312-854-2866,2751 W. 16th St,60608,,
,,Catholic Charities of Chicago - Immigration and Naturalization Services (Chicago Office),Immigration Legal Services,,(312) 427-7078,http://www.catholiccharities.net,catholiccharities.net,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392855-Catholic_Charities_of_Chicago_Immigration_and_Naturalization_Services_Chic,(312) 427-3130,205 W. Monroe St.,60606,,
,,Catholic Charities of Rockford - Immigration & Refugee Services,Immigration Legal Services,,(815) 399-1709,http://catholiccharities.rockforddiocese.org/immigration-services,catholiccharities.rockforddiocese.org,Rockford,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392859-Catholic_Charities_of_Rockford_Immigration_Refugee_Services,,1536 S.Main St,61102,,
,,Catholic Charities of the Archdiocese of Chicago - Immigration and Naturalization Services ( Melrose Park -Casa Esperanza),Immigration Legal Services,,(312) 427-7078,http://www.catholiccharities.net,catholiccharities.net,Melrose Park,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392856-Catholic_Charities_of_the_Archdiocese_of_Chicago_Immigration_and_Naturaliz,(312) 427-3130,1115 W. 23rd Ave,60160,,
,,Catholic Charities of the Archdiocese of Chicago - Immigration and Naturalization Services (Shrie of our Lady of Guadalupe),Immigration Legal Services,,(312) 427-7078,http://www.catholiccharities.net,catholiccharities.net,Des Plaines,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392854-Catholic_Charities_of_the_Archdiocese_of_Chicago_Immigration_and_Naturaliz,(312) 427-3130,"1170 N. River Rd, Rectory - Our Lady od Guadalupe Shrine",60016,,
,,Catholic Charities of the Archdiocese of Chicago - Immigration and Naturalization Services (Waukegan Office),Immigration Legal Services,,(847) 782-4225,http://www.catholiccharities.net,catholiccharities.net,Waukegan,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392857-Catholic_Charities_of_the_Archdiocese_of_Chicago_Immigration_and_Naturaliz,(847) 782-1040,671 S. Lewis,60085,,
,,Catholic Charities of the Archdiocese of Chicago - Immigration and Naturalization Services (West Region Office - Cicero),Immigration Legal Services,,(708) 329-4031,http://www.catholiccharities.net,catholiccharities.net,Cicero,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392858-Catholic_Charities_of_the_Archdiocese_of_Chicago_Immigration_and_Naturaliz,(718) 222-1495,1400 S. Austin St.,60804,,
,,Centro de Información (Elgin Office),Immigration Legal Services,,(847) 695-9050,http://www.centrodeInformacion.org,centrodeinformacion.org,Elgin,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392861-Centro_de_Informacion_Elgin_Office,(847) 931-7991,1885 Lin Lor Lane,60123,,
,,Centro Romero,Immigration Legal Services,,(773) 508-5300,http://www.centroromero.org,centroromero.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392872-Centro_Romero,(773) 508-5399,6216   North Clark,60660,,
,,Chicago Legal Clinic,Immigration Legal Services,,(312) 226-2669,http://www.clclaw.org,clclaw.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392886-Chicago_Legal_Clinic,(312) 226-2620,1914 S. Ashland Ave,60608,,
,,Chicago-Kent College of Law - Immigration Clinic,Immigration Legal Services,,(312) 906-5366,https://www.kentlaw.iit.edu/seeking-legal-help/immigration-law,kentlaw.iit.edu,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.715215-ChicagoKent_College_of_Law_Immigration_Clinic,(773) 451-9691,"565 W. Adams St., Suite. 600",60661,,
,,Children's Legal Center,Immigration Legal Services,,(312) 722-6642,http://www.childrenslegalcenterchicago.org,childrenslegalcenterchicago.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.784873-Childrens_Legal_Center,,"1100 W Cermak Rd., Suite 422",60608,,
,,Chinese American Service League,Immigration Legal Services,,(312) 791-0418,http://www.caslservice.org,caslservice.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392863-Chinese_American_Service_League,(312) 791-0509,2141 S. Tan Ct.,60616,,
,,Chinese Mutual Aid Association,Immigration Legal Services,,(773) 784-2900,http://www.chinesemutualaid.org,chinesemutualaid.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392885-Chinese_Mutual_Aid_Association,(773) 784-2984,1016 W. Argyle St,60640,,
,,Council on American-Islamic Relations (Chicago Office),Immigration Legal Services,,(312) 212-1520,http://www.cairchicago.org,cairchicago.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392873-Council_on_AmericanIslamic_Relations_Chicago_Office,(312) 212-1530,"17 North State Street, Suite 1500",60602,,
,,DePaul University College of Law - Asylum and Immigration Clinic,Immigration Legal Services,,(312) 362-8294,,,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392884-DePaul_University_College_of_Law_Asylum_and_Immigration_Clinic,(312) 362-6915,1 E. Jackson,60604,,
,,Erie Neighborhood House,Immigration Legal Services,,(773) 231-7884,http://www.eriehouse.org,eriehouse.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.507249-Erie_Neighborhood_House,(312) 666-3955,1634 W Van Buren St,60612,,
,,Family Focus (Aurora Center),Immigration Legal Services,,(630) 256-7017,http://www.family-focus.org,family-focus.org,Aurora,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.494593-Family_Focus_Aurora_Center,,"1444 N FARNSWORTH AVE, SUITE 200",60505,,
,,Frida Kahlo Community Organization,Immigration Legal Services,,(312) 421-7599,https://fridacommunity.org/,fridacommunity.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392865-Frida_Kahlo_Community_Organization,,5133 S. Kedzie Ave,60632,,
,,Hana Center (Chicago Office),Immigration Legal Services,,(773) 583-5501,https://www.hanacenter.org/,hanacenter.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.644884-Hana_Center_Chicago_Office,,4300 N California Ave,60618,,
,,Hana Center (Northwest Office),Immigration Legal Services,,(847) 520-1999,https://www.hanacenter.org,hanacenter.org,Prospect Heights,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.670975-Hana_Center_Northwest_Office,(847) 520-7178,664 N. Milwaukee Ave. #213,60070,,
,,Hanul Family Alliance (Chicago Office),Immigration Legal Services,,(773) 478-8851,http://www.hanulusa.org,hanulusa.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.494684-Hanul_Family_Alliance_Chicago_Office,,5008 N. Kedzie Ave,60625,,
,,Hanul Family Alliance (Lake County Office),Immigration Legal Services,,(847) 439-5195  206,http://www.hanulusa.org,hanulusa.org,Mount Prospect,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.494751-Hanul_Family_Alliance_Lake_County_Office,,"1166 S.Elmhurst Road, Suite 150",60056,,
,,Hanul Family Alliance (Suburban Office),Immigration Legal Services,,(847) 439-5195,http://www.hanulusa.org,hanulusa.org,Mt Prospect,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.494687-Hanul_Family_Alliance_Suburban_Office,(847) 439-5195,1166 S Elmhurst Rd,60056,,
,,HIAS Immigration & Citizenship,Immigration Legal Services,,8477455434,http://www.hiaschicago.org,hiaschicago.org,Skokie,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392875-HIAS_Immigration_Citizenship,(312) 553-5452,"5150 Golf Road, Suite 700",60077,,
,,Hispanic American Community Education Services,Immigration Legal Services,,(847) 244-0300,https://www.haces.org,haces.org,Waukegan,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.623009-Hispanic_American_Community_Education_Services,(847) 201-2724,820 W Greenwood Ave,60087,,
,,Indo-American Center,Immigration Legal Services,,(773) 973-4444  110,http://www.indoamerican.org,indoamerican.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392876-IndoAmerican_Center,(773) 973-0157,6328 N. California Ave.,60659,,
,,Instituto Del Progreso Latino,Immigration Legal Services,,(773) 890-0055,http://www.institutochicago.org,institutochicago.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.496941-Instituto_Del_Progreso_Latino,(773) 376-8786,2555 S. Blue Island Ave.,60608,,
,,Justice For Our Neighbors,Immigration Legal Services,,(773) 609-4401,http://nijfon.org,nijfon.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.486633-Justice_For_Our_Neighbors,,"77 W Washington St, Suite 1820",60602,,
,,LAF - Immigration Project,Immigration Legal Services,,(312) 341-1070,http://www.lafchicago.org,lafchicago.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392878-LAF_Immigration_Project,(312) 341-1041,"120 S. LaSalle St., Suite 900",60603,,
,,Latinos Progresando,Immigration Legal Services,,(773) 542-7077,http://www.latinospro.org,latinospro.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.406508-Latinos_Progresando,(773) 542-9252,3047 W. Cermak Rd.,60623,,
,,Legal Aid Society of Metropolitan Family Services,Immigration Legal Services,,13129864105,https://www.metrofamily.org/legal-aid-society/practice-groups-2/human-trafficking-initiative/,metrofamily.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.778275-Legal_Aid_Society_of_Metropolitan_Family_Services,,"101 N. Wacker Dr., 17th Floor",60606,,
,,Life Span Center for Legal Services and Advocacy,Immigration Legal Services,,(312) 408-1210,https://www.life-span.org,life-span.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392879-Life_Span_Center_for_Legal_Services_and_Advocacy,(312) 408-1223,"70 E. Lake Street, Suite 600",60601,,
,,Mano a Mano Family Resource Center,Immigration Legal Services,,(847) 201-1521,http://www.manoamanofamilyresourcecenter.org,manoamanofamilyresourcecenter.org,Round Lake Park,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.507989-Mano_a_Mano_Family_Resource_Center,(847) 270-3209,6 E. Main St,60073,,
,,Mil Mujeres Legal Services (Chicago Office),Immigration Legal Services,,(312) 219-2031,http://www.milmujeres.org,milmujeres.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.545990-Mil_Mujeres_Legal_Services_Chicago_Office,(312) 219-2424,"222 S. Morgan Street, Suite 3B",60607,,
,,Muslim Women Resource Center,Immigration Legal Services,,(773) 764-1686,http://www.mwrcnfp.org,mwrcnfp.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.502746-Muslim_Women_Resource_Center,(773) 764-6753,2828 W. Devon Ave,60659,,
,,National Immigrant Justice Center,Immigration Legal Services,,(312) 660-1370,http://www.immigrantjustice.org,immigrantjustice.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392874-National_Immigrant_Justice_Center,(312) 660-1505,"111 W. Jackson Blvd., Suite 800",60604,,
,,North Suburban Legal Aid Clinic,Immigration Legal Services,,8477374042,https://nslegalaid.org,nslegalaid.org,Highland Park,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.781088-North_Suburban_Legal_Aid_Clinic,,"3500 Western Avenue, Suite 2A",60035-2652,,
,,Northwestern School of Law - Bluhm Legal Clinic,Immigration Legal Services,,(312) 503-8576,http://www.law.northwestern.edu/legalclinic,law.northwestern.edu,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392880-Northwestern_School_of_Law_Bluhm_Legal_Clinic,(312) 503-8977,375 E. Chicago Ave,60611,,
,,Pan-African Association,Immigration Legal Services,,(773) 381-9723,http://www.panafricanassociation.org,panafricanassociation.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.497246-PanAfrican_Association,(773) 381-9727,6163 N Broadway St.,60660-2501,,
,,Polish American Association,Immigration Legal Services,,(773) 282-8206  340  342,http://www.polish.org,polish.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392866-Polish_American_Association,(773) 282-1324,3834 N. Cicero Ave.,60641,,
,,Pui Tak Center,Immigration Legal Services,,(312) 328-1188,http://www.puitak.org,puitak.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.494318-Pui_Tak_Center,(312) 328-7452,2216 S Wentworth Ave,60616,,
,,RefugeeOne,Immigration Legal Services,,(773) 989-5647,http://www.refugeeone.org,refugeeone.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.497736-RefugeeOne,(773) 989-0484,6008 N California Ave,60659,,
,,Spanish Community Center,Immigration Legal Services,,(815) 727-3683,https://spanishcenter.org/,spanishcenter.org,Joliet,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.726737-Spanish_Community_Center,,309 N Eastern Ave.,60432,,
,,Syrian Community Network,Immigration Legal Services,,3126843207,https://www.syriancommunitynetwork.org/,syriancommunitynetwork.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.774090-Syrian_Community_Network,,"5439 N Broadway St, Ste 2",60640,,
,,The Immigration Project (Normal Office),Immigration Legal Services,,(309) 829-8703,http://www.immigrationproject.org,immigrationproject.org,Normal,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392881-The_Immigration_Project_Normal_Office,(309) 807-2753,"211 Landmark Drive, Suite D4",61761,,
,,The Resurrection Project,Immigration Legal Services,,(312) 666-3062,https://www.trpimmigrantjustice.org/,trpimmigrantjustice.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.544011-The_Resurrection_Project,,1805 South Ashland  Avenue,60608,,
,,The Young Center for Immigrant Children's Rights,Immigration Legal Services,,(773) 702-9560,http://www.TheYoungCenter.org,theyoungcenter.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392887-The_Young_Center_for_Immigrant_Childrens_Rights,(773) 702-2063,"2245 S Michigan Avenue, No. 301",60616,,
,,United African Organization,Immigration Legal Services,,(312) 949-9980,http://uniteafricans.org,uniteafricans.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.494945-United_African_Organization,,6042 S. Indiana Ave,60637,,
,,Valley Immigrant Advocates,Immigration Legal Services,,815-587-3330,https://www.valleyimmigrant.org,valleyimmigrant.org,Ottawa,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.771480-Valley_Immigrant_Advocates,,1400 N. LaSalle St,61350,,
,,World Relief (Aurora Office),Immigration Legal Services,,(630) 906-9546,http://worldreliefdupage.org/ILS,worldreliefdupage.org,Aurora,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.623446-World_Relief_Aurora_Office,(630) 906-9722,73 S. LaSalle St,60505,,
,,World Relief (Chicago Office),Immigration Legal Services,,(773) 583-9191,https://worldrelief.org/chicagoland/immigration-legal-services/client-resources/,worldrelief.org,Chicago,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.785206-World_Relief_Chicago_Office,(773) 583-9410,3507 W. Lawrence Ave.,60625,,
,,World Relief (Dupage Office),Immigration Legal Services,,(630) 462-7660,https://worldrelief.org/chicagoland/immigration-legal-services/client-resources/,worldrelief.org,Carol Stream,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.623647-World_Relief_Dupage_Office,(630) 462-8103,"191 S. Gary Ave., Suite 130",60188,,
,,World Relief (Moline Office),Immigration Legal Services,,(309) 764-2279,http://www.worldreliefquadcities.org,worldreliefquadcities.org,Moline,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.411601-World_Relief_Moline_Office,(309) 764-2399,1852 16th Street,61265,,
,,YMCA of the University of Illinois,Immigration Legal Services,,217-417-5897,https://nawc.universityymca.org/,nawc.universityymca.org,Champaign,IL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.735096-YMCA_of_the_University_of_Illinois,,1001 S Wright St,61820,,
,,American Friends Service Committee - Immigrant Rights Program (Newark Office),Immigration Legal Services,,(973) 643-1924,http://afsc.org/program/immigrant-rights-program-newark-nj,afsc.org,Newark,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393104-American_Friends_Service_Committee_Immigrant_Rights_Program_Newark_Office,(973) 643-8924,"89 Market St, 6th Floor",07102,,
,,Camden Center for Law and Social Justice (Atlantic City Office),Immigration Legal Services,,(856) 583-2950,http://www.cclsj.org,cclsj.org,Atlantic City,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393105-Camden_Center_for_Law_and_Social_Justice_Atlantic_City_Office,(856) 583-2955,9 N. Georgia Ave,08401,,
,,Camden Center for Law and Social Justice - Immigration Services (Camden Office),Immigration Legal Services,,(856) 583-2950,http://www.cclsj.org,cclsj.org,Camden,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393106-Camden_Center_for_Law_and_Social_Justice_Immigration_Services_Camden_Offic,(856) 583-2955,"126 N. Broadway, 2nd Floor",08102,,
,,Casa Esperanza,Immigration Legal Services,,(732) 748-1111,http://www.casaesperanzanj.com,casaesperanzanj.com,Bound Brook,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.407743-Casa_Esperanza,(732) 748-1121,213 West Union Ave,08805,,
,,Catholic Charities of Camden - Immigration Services (Atlantic City Office),Immigration Legal Services,,856-342-4161,http://www.catholiccharitiescamden.org,catholiccharitiescamden.org,Atlantic City,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393095-Catholic_Charities_of_Camden_Immigration_Services_Atlantic_City_Office,(609) 345- 7180,9 N. Georgia Ave,08401,,
,,Catholic Charities of Metuchen - Immigration Services (New Brunswick Office),Immigration Legal Services,,(732) 324-8200,http://www.ccdom.org/middlesex-immigration,ccdom.org,New Brunswick,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393096-Catholic_Charities_of_Metuchen_Immigration_Services_New_Brunswick_Office,(732) 826-8342,"56 Throop Ave, Holy Family Parish Pastoral Center Offices",08901,,
,,Catholic Charities of Metuchen - Immigration Services (Perth Amboy Office),Immigration Legal Services,,(732) 324-8200,http://www.ccdom.org,ccdom.org,Perth Amboy,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393097-Catholic_Charities_of_Metuchen_Immigration_Services_Perth_Amboy_Office,(732) 324-2211,319 Maple St.,08861,,
,,Catholic Charities of Metuchen - Immigration Services (Phillipsburg Office),Immigration Legal Services,,(908) 777-3730,http://www.ccdom.org,ccdom.org,Phillipsburg,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393098-Catholic_Charities_of_Metuchen_Immigration_Services_Phillipsburg_Office,(732) 826-8342,700 Sayre Avenue,08865,,
,,Catholic Charities of Paterson - Legal Services Department,Immigration Legal Services,,(973) 279-7100,http://www.catholicharities.org/index.php?option=com_content&#38;view=frontpage&#38;Itemid=1,catholicharities.org,Paterson,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393108-Catholic_Charities_of_Paterson_Legal_Services_Department,(973) 523-1150,"212 Slater Street, Suite 201",07501,,
